article_name,published_year,author,domain,keyword,count,relative_frequency
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,boundary,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,boy,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,boyd,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,brain,10,0.0018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,braincase,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,branch,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,breath,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,breathing,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,bridge,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,briefly,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,bring,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,broad,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,broadcast,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Anatomy,broca,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,brook,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,buffalo,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,bulk,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,bun,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,burden,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Behavior/Archaeology,burial,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,bury,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,cadence,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,call,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,campsite,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,canal,5,0.0009475080538184574
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,candidate,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,cannibalism,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,capability,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,capable,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,capacity,19,0.0036005306045101384
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,capasso,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,captain,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,care,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,carefully,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,caron,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,carry,3,0.0005685048322910744
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,case,4,0.0007580064430547659
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,caspr,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,cast,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,castel,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,castro,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,categorical,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,category,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,causal,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,cave,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,cavity,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,center,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,certain,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,certainly,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,certainty,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,ch,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,chain,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,chaminade,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,chance,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,change,22,0.004169035436801213
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,channel,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,characteristic,3,0.0005685048322910744
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,characterize,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,chattelperronian,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,child,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,childhood,1,0.00018950161076369148
